2385,33
2462,37
2527,40
2591,45
2656,50
3356,51
3639,31
3695,36
3752,37
3805,39
3860,55
4793,36
4852,44
4912,40
4969,42
5020,53
5722,53
6000,33
6055,36
6108,36
6161,39
6217,52
7265,52
7265,63
7265,47
7265,41
7997,60
8359,52
8359,59
8359,41
8359,46
9451,52
9451,66
9451,48
9451,42
9805,58
10162,56
10526,48
10526,51
10526,51
10902,50
11269,49
11637,60
11638,48
11638,48
11638,42
12011,56
12379,58
12759,57
12759,50
12760,39
12760,45
13494,49
13494,55
13495,34
13495,38
13860,52
13860,52
13861,33
14227,51
14591,53
14591,40
14960,55
14960,55
14960,39
14960,45
15745,53
15745,40
15955,33
16025,37
16095,40
16160,45
16225,55
16925,51
17177,31
17238,36
17300,37
17359,39
17415,52
18338,36
18402,44
18466,40
18523,42
18580,53
19287,53
19531,33
19592,36
19653,36
19714,39
19766,50
20814,52
20814,63
20814,41
20814,47
21542,60
21905,62
21905,53
21905,49
21905,44
23003,52
23003,66
23003,40
23003,51
23359,55
23715,57
24084,58
24084,62
24085,44
24085,49
24825,56
25194,62
25194,53
25194,41
25194,47
25552,60
25908,57
26284,61
26284,51
26284,47
26284,41
27013,55
27381,49
27381,55
27381,34
27381,39
27747,53
28114,53
28483,57
28483,50
28483,26
28483,44
28851,41
29217,41
29584,48
29949,39
30318,39
30684,44
31062,42
31454,42
31852,45
33013,57
33013,57
33013,44
33013,44
33362,55
33711,52
34072,53
34421,49
34772,49
35140,52
36549,55
36891,51
37233,55
37574,51
37921,50
38261,51
38616,46
38981,45
39345,57
39345,57
39345,44
39345,44
39694,55
40046,52
40404,53
40754,49
41106,46
41473,51
42891,55
43234,51
43576,55
43914,51
44259,50
44600,51
44957,46
45327,45
45710,55
45710,55
45710,44
45710,44
46437,51
46806,48
46806,48
46806,44
47900,51
47900,51
47900,44
47913,44
48632,51
49006,41
49006,46
49006,44
50057,50
50057,57
50057,41
50057,47
50794,53
51161,59
51161,53
51161,44
51161,49
52253,59
52253,66
52253,51
52253,46
52612,63
52966,62
53333,60
53333,51
53333,51
53706,50
54074,49
54442,48
54814,52
55189,56
55578,58
56313,55
56694,55
56694,41
56694,47
56694,41
57822,37
57822,41
58917,57
59650,53
60026,52
60026,38
60026,42
60026,38
61161,33
61161,37
62262,49
62638,46
63015,46
63409,42
63409,48
63409,36
63409,40
64218,42
64649,38
64649,42
64649,37
66491,70
66655,49
66809,55
66968,52
67127,62
67277,49
67433,56
67594,57
67752,73
67752,59
67895,47
68039,57
68039,57
68039,67
68039,49
68189,52
68339,51
68339,51
68339,61
68339,53
68496,51
68647,55
68802,50
68959,70
69110,49
69255,55
69406,55
69560,62
69713,49
69861,56
70008,57
70159,74
70159,59
70306,47
70446,71
70446,49
70594,51
70742,56
70742,70
70742,53
70893,57
71036,52
71036,62
71190,51
71346,70
71498,49
71645,55
71796,55
71950,62
72101,49
72248,56
72396,57
72543,73
72543,59
72691,47
72833,57
72833,57
72833,67
72833,49
72983,52
73134,51
73134,51
73134,61
73134,53
73288,50
73438,53
73588,51
73735,70
73882,49
74028,55
74178,55
74328,62
74475,49
74617,56
74771,57
74925,72
74925,59
75071,47
75215,71
75216,49
75368,52
75522,56
75522,70
75522,53
75675,56
75820,52
75820,62
75972,51
76125,79
76267,52
76417,52
76418,49
76562,48
76562,42
76711,77
76864,53
77012,50
77013,50
77159,47
77159,44
77310,77
77468,49
77618,49
77618,50
77618,67
77618,52
77769,48
77919,60
77919,71
78079,41
78228,57
78228,48
78379,40
78528,77
78674,52
78815,52
78815,49
78963,48
78963,44
79111,75
79262,53
79408,50
79408,50
79559,46
79559,45
79710,79
79866,49
80019,49
80019,50
80019,69
80019,52
80173,49
80322,60
80322,71
80481,46
80633,57
80633,51
80785,47
80937,75
81080,49
81228,52
81228,48
81378,48
81378,42
81528,73
81684,49
81833,50
81833,47
81982,47
81982,41
82133,72
82283,44
82434,41
82434,42
82434,67
82434,48
82584,42
82735,51
82735,51
82735,59
82886,49
83035,57
83186,46
83336,59
83483,41
83628,46
83775,46
83921,57
84076,41
84222,47
84372,46
84523,60
84673,35
84819,36
84819,39
84819,49
84819,41
84969,39
85119,55
85119,40
85274,40
85423,42
85573,39
85724,62
85871,41
86016,47
86165,49
86311,60
86462,40
86607,45
86758,49
86909,66
87062,39
87213,45
87213,45
87213,53
87213,42
87364,38
87514,61
87514,39
87669,41
87821,57
87821,44
87969,39
88116,59
88266,41
88412,46
88557,46
88708,57
88851,41
88998,47
89144,46
89291,58
89440,35
89584,36
89584,39
89584,49
89584,41
89731,39
89877,55
89877,40
90031,39
90177,42
90323,39
90474,60
90624,41
90770,47
90920,49
91069,60
91219,40
91367,45
91518,51
91669,64
91820,39
91962,45
91962,45
91962,53
91962,42
92111,38
92262,61
92262,39
92412,41
92558,44
92710,39
92860,71
93007,45
93155,49
93155,59
93155,48
93310,45
93464,72
93611,45
93759,52
93759,62
93759,48
93909,45
94063,74
94212,47
94359,53
94359,63
94359,50
94510,50
94664,74
94818,47
94967,53
94967,63
94967,50
95125,47
95284,78
95437,49
95593,56
95593,67
95593,53
95753,49
95910,80
96067,53
96222,58
96222,69
96222,57
96387,53
96554,73
96554,73
96554,86
96702,60
96858,62
97010,60
97159,85
97316,60
97468,62
97623,57
97776,60
97776,60
97776,80
97938,59
98094,80
98094,63
98253,58
98411,81
98568,57
98724,62
98880,58
99034,73
99034,73
99034,86
99187,60
99335,62
99487,60
99642,84
99803,60
99955,62
100111,57
100267,60
100267,60
100267,80
100434,59
100589,80
100589,63
100748,58
100903,81
101069,57
101221,62
101375,58
101529,82
101680,57
101834,55
101834,64
101834,59
101987,57
102141,72
102297,57
102450,56
102450,46
102450,59
102606,53
102765,75
102924,56
103081,52
103081,52
103081,70
103081,60
103236,55
103392,72
103555,53
103709,59
103869,55
104027,73
104178,45
104329,49
104329,58
104329,47
104479,45
104634,64
104790,45
104945,49
104945,40
104945,47
105102,42
105256,68
105414,44
105571,47
105571,47
105571,62
105571,48
105725,44
105882,64
106042,42
106197,47
106357,44
106517,66
106669,39
106825,44
106825,51
106825,41
106969,39
107146,58
107304,39
107459,44
107459,36
107459,41
107621,38
107784,59
107938,35
108097,46
108097,39
108097,37
108256,35
108418,51
108576,35
108736,31
108736,39
108736,37
108898,34
109061,70
109218,49
109373,55
109529,52
109688,62
109839,49
109986,56
110138,57
110294,73
110294,59
110444,47
110590,57
110590,57
110590,67
110590,49
110737,52
110885,51
110885,51
110885,61
110885,53
111041,51
111188,55
111345,50
111500,70
111647,49
111795,55
111941,55
112091,62
112239,49
112382,56
112529,57
112678,74
112678,59
112830,47
112976,71
112976,49
113129,51
113280,56
113280,70
113280,53
113427,57
113572,52
113572,62
113725,51
113880,79
114030,52
114176,49
114322,42
114472,77
114622,53
114771,50
114922,44
115072,75
115223,49
115373,52
115373,67
115373,49
115524,48
115675,71
115827,41
115975,48
116125,40
116277,77
116422,52
116569,49
116718,42
116863,73
117012,53
117160,50
117307,44
117455,77
117602,49
117755,52
117755,67
117755,49
117904,48
118054,67
118206,41
118356,48
118508,40
118508,40
118658,62
118808,44
118960,44
119112,42
119265,61
119422,37
119570,58
119570,42
119729,36
119886,62
120037,44
120187,44
120337,42
120489,59
120641,37
120794,42
120950,36
121106,56
121261,37
121415,42
121564,36
121714,52
121872,35
122025,38
122181,35
122339,56
122497,37
122655,42
122808,35
122960,53
123118,35
123272,38
123424,35
123578,42
123737,40
123894,42
124048,38
124212,47
124387,40
124573,45
124758,40
125515,33
125586,37
125656,40
125725,45
125785,53
126486,51
126769,31
126830,36
126887,37
126941,39
126990,55
127917,36
127982,44
128042,40
128098,42
128151,53
128860,53
129137,33
129197,36
129253,36
129306,39
129362,52
130414,52
130414,63
130415,47
130415,41
131148,60
131514,59
131514,52
131514,46
131514,41
132612,52
132612,66
132613,48
132613,42
132966,60
133320,57
133688,48
133688,51
133688,51
134058,50
134425,49
134793,60
134793,48
134793,42
134793,48
135167,56
135535,58
135913,57
135913,50
135913,39
135913,45
136649,49
136649,55
136649,34
136649,38
137016,52
137016,52
137016,33
137390,51
137751,53
137751,40
138119,55
138119,55
138120,39
138120,45
138904,53
138905,40
139113,33
139178,37
139244,40
139310,45
139364,55
140067,51
140322,31
140386,36
140449,37
140508,39
140560,52
141490,36
141558,44
141622,40
141678,42
141733,53
142439,53
142685,33
142747,36
142805,36
142864,39
142917,50
143962,52
143962,63
143962,47
143962,41
144692,60
145053,62
145053,53
145053,49
145053,44
146145,52
146145,66
146145,51
146145,40
146499,61
146851,62
147219,58
147219,62
147219,44
147219,49
147958,56
148327,62
148327,53
148327,41
148327,47
148680,60
149034,57
149415,51
149415,61
149415,41
149415,47
150151,55
150518,49
150519,55
150519,34
150519,39
150894,53
151263,53
151630,57
151630,50
151630,26
151630,44
151998,41
152364,41
152730,48
153098,39
153467,39
153833,44
154216,42
154604,42
154997,44
156153,57
156153,57
156153,44
156153,44
156507,55
156858,52
157218,53
157571,49
157922,49
158289,52
159699,55
160040,51
160387,55
160730,51
161072,50
161414,51
161765,46
162131,45
162495,57
162495,57
162495,44
162495,44
162847,55
163199,52
163557,53
163905,49
164257,49
164623,51
166034,55
166378,51
166718,55
167063,51
167408,50
167749,51
168107,46
168472,45
168854,55
168854,55
168855,44
168855,44
169583,51
169954,48
169954,48
169954,44
171050,51
171050,51
171050,44
171060,44
171780,51
172152,41
172152,46
172152,44
173206,50
173206,57
173206,47
173206,41
173943,53
174310,59
174310,53
174310,49
174310,44
175403,52
175403,59
175403,51
175403,46
175758,57
176113,56
176482,53
176482,46
176482,46
176856,45
177223,44
177591,42
177968,47
178343,49
178735,51
179472,49
179847,49
179847,37
179847,37
179847,41
180983,33
180983,37
182074,45
182810,42
183189,41
183189,29
183189,29
183189,34
184320,26
184320,29
185416,39
185797,36
186171,36
186565,34
186565,38
186565,31
187795,27
188733,34
189296,29
189296,34
189296,29
190986,26
192673,26
194356,24
194356,25
194356,21
